id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,number_of_reviews_ltm,name_processed,assumed_gender,total_of_host_listings_count
24479408,22742164,Capitol Hill,Stevens,47.61887,-122.30669,Entire home/apt,245,3,8,0.13,285,0,modern loft trendi capitol hill,male,1
25894869,43811,Capitol Hill,Broadway,47.62364,-122.32836,Entire home/apt,125,3,81,1.4,15,5,1 bedroompark capitol hillwalk score 91,male,1
25895493,187221721,Central Area,Minor,47.6062,-122.30612,Entire home/apt,115,30,90,1.55,7,0,privat modern 2 bd2ba cottag central seattl,male,1
25896751,170418406,Other neighborhoods,Crown Hill,47.69381,-122.36771,Private room,374,30,10,0.17,0,0,crown hill fireplac room,female,4
25908175,4730169,Downtown,Yesler Terrace,47.60583,-122.31997,Entire home/apt,73,30,257,4.42,252,15,sophi capitol hill downtown,male,14
25918552,185280607,Rainier Valley,Rainier View,47.50261,-122.26168,Entire home/apt,44,88,97,1.73,83,0,travel nurs ty queen br 34 bath kitchenett,female,1
25943915,35019430,Cascade,Eastlake,47.6393,-122.32392,Entire home/apt,190,1,169,3.2,175,55,pacif nw escap,female,1
25946713,30304047,Downtown,Belltown,47.61295,-122.34635,Entire home/apt,138,2,329,5.74,121,102,bright studio heart seattl,male,1
25947717,25273190,Magnolia,Lawton Park,47.65222,-122.38469,Private room,149,2,101,1.75,316,15,modern industri townhom privat guest bedroom,male,2
25953013,17060550,Capitol Hill,Broadway,47.61652,-122.31398,Entire home/apt,155,30,84,1.46,0,23,lux contemporari condoith park cap hill,male,1
25968036,3655509,Other neighborhoods,Ravenna,47.67149,-122.29337,Entire home/apt,425,3,4,0.07,203,0,craftsman home ravenna neighborhood,male,2
25982024,11559230,West Seattle,North Admiral,47.58101,-122.39377,Entire home/apt,70,1,198,3.42,27,56,daylight basement apart,female,1
26014732,35469421,Magnolia,Briarcliff,47.65301,-122.41037,Entire home/apt,168,2,31,0.55,140,14,privat aptsauna kitchen live room bar,female,1
26058456,6358879,Rainier Valley,Columbia City,47.55395,-122.28124,Private room,40,30,14,0.28,25,0,columbia cityhillman citi bedroom garden,female,2
26562018,2517873,Central Area,Atlantic,47.59447,-122.30098,Entire home/apt,112,30,14,0.25,151,4,modern 2br craftsman home,female,1
26566116,199763113,Other neighborhoods,Broadview,47.72889,-122.36134,Entire home/apt,115,30,25,0.43,258,2,furnish 2 bedroom mother law north seattl,female,1
26599527,198522296,Central Area,Minor,47.61121,-122.30854,Entire home/apt,101,5,118,2.07,40,26,purpl place 18th,male,2
26630457,184675574,Other neighborhoods,Bryant,47.6636,-122.28997,Private room,74,2,17,0.35,86,7,quiet cottag near uw,female,1
26631867,28452678,Other neighborhoods,Green Lake,47.68481,-122.33048,Entire home/apt,114,30,39,0.68,20,4,privat hideaway step greenlak,female,5
26667492,4874276,Downtown,First Hill,47.61275,-122.32897,Entire home/apt,103,3,176,3.1,107,27,view convent center 1brm condoalk pike pl,female,9
26718147,44101586,Other neighborhoods,Wallingford,47.65328,-122.33416,Private room,30,30,215,3.75,0,0,peac room mind studio hot tub option,female,5
26722322,3074414,University District,University District,47.66086,-122.31511,Entire home/apt,99,2,26,0.45,221,15,center uw clean top floor 311,female,91
26737843,158715708,Downtown,Central Business District,47.6129,-122.33076,Entire home/apt,145,14,154,2.71,277,36,modern coastal downtownk bedwork deskkitchen,male,7
26747050,12606743,Downtown,Belltown,47.61641,-122.34583,Entire home/apt,109,3,131,2.3,32,43,central belltown apart close everyth,male,1
26756649,16255476,Queen Anne,Lower Queen Anne,47.63036,-122.359,Entire home/apt,875,3,38,0.68,234,7,seattl view 5star luxuri,male,2
26065165,17013860,Ballard,Sunset Hill,47.68067,-122.39862,Entire home/apt,215,3,104,1.83,174,30,entir hous 1920 charm great ballard locat,male,3
26074454,86157147,Downtown,Belltown,47.61438,-122.34236,Entire home/apt,96,3,187,3.25,68,13,downtown vintag studio charmer,male,17
26078987,23940524,Other neighborhoods,Green Lake,47.67345,-122.33254,Entire home/apt,464,3,12,0.21,0,4,green lake 4 bed 3 bath three block lake,female,1
26135947,31551468,Other neighborhoods,Green Lake,47.68879,-122.34174,Entire home/apt,87,2,110,1.98,9,32,newli updat basement guest suit near greenlak,female,1
26790896,3074414,University District,University District,47.66283,-122.31453,Entire home/apt,100,30,7,0.12,342,0,center uw remodel clean comfi 315,female,91
26804995,200181630,Downtown,Belltown,47.61317,-122.34795,Entire home/apt,115,2,302,5.3,97,87,locat locat,male,1
24561301,6992010,Queen Anne,West Queen Anne,47.63683,-122.37103,Entire home/apt,131,3,157,2.66,15,35,weekli discount olymp mtn puget sound view,female,2
26139729,25273190,Magnolia,Lawton Park,47.65072,-122.38396,Entire home/apt,219,2,24,0.93,16,8,full hous rental modern industri townhous,male,2
26143461,10797296,Central Area,Minor,47.60185,-122.31644,Entire home/apt,166,2,350,6.08,62,66,2br 15 bath town hous close everyth,male,1
24576042,7060991,Magnolia,Lawton Park,47.65965,-122.39972,Entire home/apt,112,30,66,1.12,192,5,peac park central suit two,female,2
26207740,1729690,Northgate,North College Park,47.7037,-122.34029,Entire home/apt,67,2,208,3.59,309,53,le confort cave high internet speed,female,3
24580635,3265476,West Seattle,Alki,47.57895,-122.40882,Entire home/apt,151,1,457,7.74,100,90,alki beach 2 bedroom unobstruct beach view,female,2
26845976,9041726,Ballard,West Woodland,47.66217,-122.36195,Entire home/apt,201,4,283,4.98,143,61,architectur gem lightfil modern cosi,male,1
26874520,180545052,Downtown,Belltown,47.6168,-122.34785,Entire home/apt,127,1,167,2.92,340,29,comfi spaciou close space needl,male,1
26888506,42532894,University District,University District,47.66953,-122.30733,Entire home/apt,135,2,74,1.3,331,34,bright 1 br uwravenna locat close light rail,female,1
24607657,16306173,Downtown,Pike-Market,47.60998,-122.34547,Entire home/apt,183,3,218,3.73,312,47,waterfront condo near pike mkt,male,2
26894254,38118149,Delridge,North Delridge,47.56836,-122.36301,Private room,32,1,278,4.89,77,59,blue hous cozi suit,male,3
26922783,1929340,Other neighborhoods,Greenwood,47.68474,-122.34636,Entire home/apt,125,1,316,5.54,0,12,bright modern loft minut green lake,female,1
26958405,42726845,Capitol Hill,Portage Bay,47.64503,-122.31812,Entire home/apt,142,5,83,1.46,38,19,nest roanok park,female,1
26961134,190175335,Other neighborhoods,Laurelhurst,47.66306,-122.27971,Entire home/apt,99,2,211,3.7,156,38,seattl children mcuw abod,female,1
26963720,101271848,Central Area,Atlantic,47.59834,-122.30991,Entire home/apt,192,2,150,2.66,264,45,templ hous,female,1
26225495,197088162,West Seattle,Arbor Heights,47.51196809701214,-122.38527112184302,Entire home/apt,120,10,0,0.0,364,0,hous near puget sound seattl,female,2
26230157,197120628,Other neighborhoods,Greenwood,47.70491,-122.35694,Entire home/apt,225,2,57,1.04,0,9,privat 5 star cozi condow park,female,1
26232189,197088162,West Seattle,Arbor Heights,47.51341,-122.38369,Entire home/apt,134,2,75,1.31,160,1,gorgeousest seattl home entir top unit,female,2
26258898,122537749,Other neighborhoods,Greenwood,47.68454,-122.35851,Entire home/apt,342,28,4,0.07,71,0,privat oasi phinney ridg,male,1
26259360,26650470,West Seattle,Arbor Heights,47.50464,-122.37834,Entire home/apt,109,2,19,0.34,149,12,west seattl neighborhood nook,female,1
26279366,114686154,Queen Anne,North Queen Anne,47.64838,-122.36756,Entire home/apt,189,2,116,2.04,68,25,cozi 3 bed home quiet neighborhood park,male,1
26279644,64654637,Lake City,Victory Heights,47.70575,-122.30802,Entire home/apt,130,30,10,0.22,110,0,gorgeou remodel retreat ecofriendli finish,male,2
26996748,107034992,Ballard,Whittier Heights,47.68715,-122.37313,Entire home/apt,77,30,74,1.33,22,9,magic treehous,female,1
27023519,203271786,Downtown,Central Business District,47.60287,-122.33393,Entire home/apt,143,1,184,3.26,71,62,salon rue de ceris,female,1
27091529,54812088,Capitol Hill,Stevens,47.62145,-122.29999,Entire home/apt,225,30,75,1.34,269,15,seattl vacat home port 3 bed25 bath great locat,male,37
26292065,27958289,Ballard,Sunset Hill,47.67736,-122.39802,Entire home/apt,72,1,56,4.43,62,52,sunset hill basement suit near golden garden,female,1
26303627,82970579,Capitol Hill,Montlake,47.64142,-122.30237,Entire home/apt,180,30,37,0.65,346,2,stylish modern montlak guest suit,male,1
26334328,115592523,Rainier Valley,Columbia City,47.5625,-122.28816,Private room,52,2,173,3.12,263,53,comfi grey room near airportdowntownlightrail,male,4
26362891,75007954,Central Area,Minor,47.61223,-122.30671,Entire home/apt,528,3,65,1.16,141,3,updat craftsman pet friendli great locat,male,1
26382097,1979300,Cascade,Westlake,47.63698,-122.34016,Entire home/apt,210,30,59,1.03,0,0,sweep lake union view craftsman home huge patio,female,2
26425189,158911379,Downtown,Belltown,47.61648,-122.34746,Entire home/apt,140,1,135,2.39,149,37,quiet relax belltown lofttop floor unit ac,male,1
26425407,58478468,Other neighborhoods,South Park,47.52757,-122.32212,Entire home/apt,320,3,12,1.43,251,12,seattl rooftop king bed live 75in smart tv,female,1
26425599,198699423,Rainier Valley,Columbia City,47.55495,-122.2871,Entire home/apt,202,2,212,3.7,116,41,captain manor light rail big comfi houseac,male,1
26448115,25181582,Queen Anne,West Queen Anne,47.6359,-122.36863,Entire home/apt,304,30,100,1.74,0,0,stun spaciou homeithat view,male,2
26448460,25181582,Queen Anne,West Queen Anne,47.638,-122.36878,Entire home/apt,106,30,102,1.77,0,3,cute apartmentith cozi patio,male,2
27106446,111772553,Other neighborhoods,Ravenna,47.67795,-122.31073,Entire home/apt,199,30,9,0.16,247,1,basement apart ravenna craftsman,female,3
27107417,111772553,Other neighborhoods,Ravenna,47.67579,-122.31122,Entire home/apt,499,30,9,0.18,247,1,6 bedroom famili friendli craftsman ravenna,female,3
27111854,541036,Capitol Hill,Montlake,47.64054,-122.31027,Entire home/apt,140,1,216,3.8,324,60,walk leafi park cozi pad charm montlak,female,4
24636874,36594699,Queen Anne,North Queen Anne,47.64677,-122.36162,Entire home/apt,140,2,117,2.41,35,29,stylish studiopriv patio great locat,male,1
24673935,12556594,Queen Anne,Lower Queen Anne,47.62317,-122.35772,Entire home/apt,90,30,132,2.24,84,0,larg queen ann penthous 2br2ba rooftop view,male,1
27144007,10737624,Central Area,Mann,47.61442,-122.29997,Private room,84,30,52,0.92,0,0,sleepless seattl,male,1
27682114,200477568,Queen Anne,West Queen Anne,47.63281,-122.35969,Entire home/apt,155,3,46,0.82,171,13,busi travel oasi,male,1
27683974,15944284,University District,University District,47.66654,-122.30825,Entire home/apt,180,2,56,2.67,91,24,univers district guest suit,male,2
27705446,188164325,Central Area,Mann,47.61628,-122.2972,Entire home/apt,78,2,284,5.07,278,61,brand new contemporari studio madison valley,male,2
24695469,3561228,West Seattle,Fairmount Park,47.54877,-122.38596,Entire home/apt,311,5,34,0.58,187,6,west seattl beach town vibe relax unwind,female,1
27706992,86893100,Queen Anne,Lower Queen Anne,47.62803,-122.35358,Entire home/apt,162,2,217,3.96,295,63,queen ann design loftith space needl view,female,3
27162280,123526690,Ballard,Loyal Heights,47.68295,-122.39108,Entire home/apt,106,2,303,5.36,74,73,urban cottag ballard,male,1
27208473,190880343,Downtown,Belltown,47.61689,-122.33117,Private room,110,1,217,3.82,70,5,kremrest artist suit open loft clean,female,4
27221728,205002407,West Seattle,Alki,47.57438,-122.41568,Entire home/apt,120,30,79,1.43,1,1,barnacl loft alki beach,female,1
27752865,11464597,Central Area,Leschi,47.60361,-122.29205,Private room,72,2,34,0.61,1,0,roomith lake view seattl,male,4
27807081,23165254,Downtown,Belltown,47.61568,-122.34832,Entire home/apt,220,1,63,1.19,328,33,penthous suit downtown top floor 4 bd 2b view,male,6
27233427,205081928,Central Area,Minor,47.60345,-122.30511,Private room,54,30,59,1.07,250,4,quiet privat room central seattl,male,1
27270094,3074414,University District,University District,47.65721,-122.31666,Entire home/apt,85,30,9,0.16,190,2,shortalk uw mani buslin downtown 2,female,91
27287682,180543579,University District,University District,47.65613,-122.31544,Entire home/apt,85,1,120,2.12,165,45,chic one bedroom apartmentclos uw,female,6
27291968,11464597,Central Area,Leschi,47.60308,-122.29217,Private room,49,1,63,1.12,0,6,tini privat room beauti leschi hous,male,4
27292154,11464597,Central Area,Leschi,47.60283,-122.29216,Private room,72,2,25,0.44,0,1,spaciou privat room central district,male,4
27314115,27375109,Capitol Hill,Broadway,47.62476,-122.31811,Entire home/apt,83,30,54,0.95,39,5,opa offic,male,1
27331743,21376171,Other neighborhoods,Greenwood,47.69398,-122.35777,Entire home/apt,116,2,46,0.82,41,38,charm home heart greenwood,female,2
24709053,170418406,Other neighborhoods,Crown Hill,47.69381,-122.36771,Private room,60,30,25,0.43,0,0,crown hill cozi room,female,4
24715983,3520661,Rainier Valley,Rainier Beach,47.50891,-122.25521,Entire home/apt,89,2,60,1.03,72,6,cozi guesthous quiet backyard oasi,female,1
27334813,197363501,Seward Park,Seward Park,47.56313,-122.26981,Entire home/apt,179,2,188,3.38,262,51,entir hous bright sunni lake view cottag,female,1
27820717,13701143,Delridge,Highland Park,47.53199,-122.35427,Private room,39,1,31,0.56,19,2,hs5 privat bedroom inest seattl,male,14
24728697,32301036,West Seattle,North Admiral,47.58355,-122.38947,Entire home/apt,195,2,60,1.02,70,14,bell bungalow atest seattl,female,1
27849459,53552204,University District,University District,47.66416,-122.3058,Private room,78,1,36,0.66,85,10,comfort quartersalk uw self checkin,male,6
27875010,13701143,Delridge,Highland Park,47.53164,-122.3538,Private room,39,1,185,3.32,64,44,cozi bedroom inest seattl,male,14
27879700,210616595,Other neighborhoods,Green Lake,47.68545,-122.33874,Entire home/apt,178,2,17,2.63,155,17,fulli equip seattl home green lake park,female,1
27894530,13701143,Delridge,Riverview,47.53597,-122.35712,Private room,39,30,44,1.37,0,0,at1 cozi privat bedroom inest seattl,male,14
27342729,206056391,Queen Anne,West Queen Anne,47.63728,-122.36146,Entire home/apt,129,1,255,4.67,70,97,cozi studio upper queen ann,male,1
27368322,2881621,Central Area,Atlantic,47.60084,-122.30628,Entire home/apt,180,3,9,0.16,0,0,townhom central district good famili,male,2
27368377,25851366,Other neighborhoods,Wedgwood,47.69259,-122.30174,Entire home/apt,87,1,351,6.26,162,83,willow creek cabin seclud guesthouseood lot,male,2
27369320,4730169,Downtown,Yesler Terrace,47.60451,-122.3186,Entire home/apt,83,1,253,4.5,273,35,two fern leed platinum apt downtown,male,14
27431875,751008,West Seattle,Genesee,47.56364,-122.38847,Entire home/apt,168,2,93,1.7,177,24,prime locat junction view townhom,female,2
27434633,4730169,Downtown,Yesler Terrace,47.60371,-122.31903,Entire home/apt,67,30,274,4.91,271,20,allen loft near downtowncapitol hill,male,14
27464173,20041587,Other neighborhoods,Fremont,47.65561,-122.35781,Entire home/apt,110,1,166,2.95,67,30,2br heart seattl close dt uw park,male,2
27470230,63739097,Central Area,Minor,47.60543,-122.30459,Entire home/apt,79,1,154,3.16,189,55,modern metal box,male,1
27483264,207122936,West Seattle,Alki,47.56773,-122.40782,Entire home/apt,199,2,81,1.44,294,22,alki beach bungalow,male,1
27485425,203785194,Other neighborhoods,Phinney Ridge,47.6824,-122.34917,Entire home/apt,134,1,243,4.31,154,62,greenlak seattl getaway,female,1
27489843,100939883,Downtown,Belltown,47.61496,-122.34037,Entire home/apt,99,3,208,3.73,5,30,cozi studio heart emerald citi,male,1
27492046,13701143,Delridge,Riverview,47.53516,-122.35717,Entire home/apt,80,2,44,0.78,336,1,entir 2bed apparem inest seattl,male,14
27895001,13701143,Delridge,Riverview,47.53532,-122.3551,Private room,37,1,119,2.14,159,80,at2charm privat bedroom inest seattl,male,14
27895209,13701143,Delridge,Riverview,47.53569,-122.35728,Private room,39,1,157,2.81,342,68,at3 bright privat bedroom inest seattl,male,14
27900515,180543579,University District,University District,47.65841,-122.31454,Entire home/apt,83,1,83,1.48,208,22,chic vintag apart uwtwo bedlong term,female,6
27908343,5293864,Central Area,Atlantic,47.58888,-122.30353,Entire home/apt,139,5,22,0.43,90,16,modern lightfil townhous central seattl,male,1
27909830,61586257,Capitol Hill,Stevens,47.63341,-122.30454,Entire home/apt,106,2,87,1.57,356,16,central locat 2bd suiteith separ entranc,female,1
27928737,19510043,Beacon Hill,North Beacon Hill,47.58937,-122.31733,Entire home/apt,144,2,153,2.76,70,18,cozi privat suit easi downtownstadium,male,1
27929606,210794424,Ballard,Whittier Heights,47.68224,-122.37392,Entire home/apt,92,1,315,5.68,93,41,captain quarter,male,1
24734607,7060991,Magnolia,Lawton Park,47.65965,-122.39972,Entire home/apt,67,30,57,1.0,264,6,peac park central studio,female,2
27960420,38382317,Downtown,Belltown,47.61542,-122.33843,Entire home/apt,148,2,84,1.52,0,2,slu luxuri unit middl amazon hq,male,1
27496043,82858202,Other neighborhoods,Bitter Lake,47.70854,-122.35466,Entire home/apt,146,3,139,2.5,232,34,romant getaway greenwood garden oasi,male,2
24752447,6358879,Rainier Valley,Columbia City,47.5526,-122.2817,Entire home/apt,130,5,14,0.25,206,3,columbia cityhillman citi townhous garden,female,2
24755524,31671769,Queen Anne,West Queen Anne,47.63059,-122.36785,Entire home/apt,206,2,124,2.2,232,27,modern newat view apart queen ann,male,1
27553758,183354712,Lake City,Cedar Park,47.7272,-122.2903,Private room,89,2,66,1.19,157,20,eureka zaneluppo,male,4
27966220,118738966,Northgate,Maple Leaf,47.69641,-122.31217,Entire home/apt,88,3,57,1.03,354,20,charm garden studio cottag north green lake,male,2
27983657,5840685,Capitol Hill,Broadway,47.61708,-122.32792,Entire home/apt,188,30,7,0.13,281,0,2bd 2ba cap hilldowntown,male,1
27984069,16425882,Other neighborhoods,Greenwood,47.7015,-122.3616,Entire home/apt,81,3,110,1.98,65,24,privat garden suiteith comfort king bed,male,2
27993068,13701143,Delridge,Riverview,47.53562,-122.35546,Private room,35,1,97,1.76,149,39,at5 love privat room inest seattl,male,14
27993345,13701143,Delridge,Riverview,47.536,-122.35553,Private room,35,1,106,3.45,343,47,at4 larg privat bedroom inest seattl,male,14
24772746,18250886,West Seattle,Alki,47.57472,-122.41505,Entire home/apt,102,2,244,4.13,59,67,alki beach oasi 2,male,2
28027896,207918249,Other neighborhoods,Green Lake,47.67627,-122.32907,Entire home/apt,150,3,18,0.33,0,16,green lake modern home,male,1
28029784,51239878,Central Area,Minor,47.60549,-122.30313,Private room,90,30,9,0.16,0,0,central seattl gorgeou ethnic privat room,male,1
28051388,210983160,Ballard,Adams,47.66951,-122.38839,Entire home/apt,122,30,94,1.71,89,7,stylish privat condoith deck market st ballard,male,1
28051995,211908204,Other neighborhoods,Roosevelt,47.68978,-122.32424,Entire home/apt,68,3,181,3.29,196,26,charm mapl leaf gardenlevel apart,male,1
27602783,183354712,Lake City,Cedar Park,47.7272,-122.28946,Private room,68,1,36,0.65,32,14,eurekahenri,male,4
27607985,17250269,Central Area,Harrison/Denny-Blaine,47.624569,-122.292221,Entire home/apt,115,2,214,4.06,300,51,privat arboretum suiteithd park spot,male,1
27608157,4730169,Downtown,Yesler Terrace,47.60404,-122.32015,Entire home/apt,74,1,262,4.78,282,28,andrea apart near downtowncapitol hill,male,14
27633718,83331742,Downtown,Central Business District,47.61083,-122.33351,Entire home/apt,89,3,217,3.9,299,48,dt 1br cozi convent ctr park incl 98,male,2
27636397,28766088,Other neighborhoods,South Park,47.52168,-122.33215,Private room,76,1,26,2.76,257,26,privat room bath seattl,male,1
27659518,208594257,Other neighborhoods,Phinney Ridge,47.68308,-122.34579,Entire home/apt,350,30,28,0.5,0,14,greenlak one bedroom aptith privat entranc,male,2
27678040,208910211,Central Area,Minor,47.60186,-122.31075,Private room,73,1,228,4.11,47,52,modern studio heart central district,female,1
29314161,31720881,Ballard,Sunset Hill,47.67112,-122.40345,Entire home/apt,135,2,185,6.33,4,66,seaview retreat seattl,male,1
28073851,54669634,Delridge,Riverview,47.55435,-122.35337,Private room,51,1,48,0.86,84,29,west seattl eagl perch,male,5
28106693,16306173,Downtown,Pike-Market,47.60913,-122.34467,Entire home/apt,281,3,175,3.2,62,49,waterfront aptith spectacular view,male,2
28150567,70225734,Ballard,Sunset Hill,47.6845,-122.39832,Entire home/apt,80,30,26,0.54,203,5,love sunset hill garden apt,male,1
28154887,203784993,Delridge,Roxhill,47.52499,-122.36536,Entire home/apt,79,30,89,1.61,0,1,west seattl guest suit,male,2
28202957,65048930,Queen Anne,West Queen Anne,47.63056,-122.36779,Entire home/apt,159,2,255,4.61,245,71,sweep view prvt deck 2br kitchenpark,male,2
29372096,5259943,West Seattle,North Admiral,47.57116,-122.3726,Entire home/apt,113,2,148,2.78,51,35,bridg,male,1
29396603,7717515,Queen Anne,West Queen Anne,47.63605,-122.35735,Entire home/apt,149,2,48,0.9,337,7,craftsman queenann seattl,female,1
29410063,155139469,Other neighborhoods,Phinney Ridge,47.67822,-122.36188,Entire home/apt,232,3,33,0.75,171,17,cozi famili homeith backyard live,female,1
28208320,34596895,Downtown,Pioneer Square,47.6007,-122.33005,Entire home/apt,175,30,85,1.62,365,0,beauti histor loft pioneer squar,male,1
29418584,621691,Other neighborhoods,Ravenna,47.67252,-122.30112,Entire home/apt,295,3,33,0.62,51,0,stun tranquil retreat ravenna park,female,2
24809443,20130582,Other neighborhoods,Fremont,47.66381,-122.35335,Entire home/apt,153,1,200,3.39,149,57,walk theoodland park zoo theoodland park place,female,2
29488633,30365082,West Seattle,Alki,47.57822,-122.41277,Entire home/apt,115,3,48,0.91,329,21,alki beach paradis retreat theater,female,3
28220417,212885663,Queen Anne,Lower Queen Anne,47.62077,-122.35797,Entire home/apt,173,1,138,2.5,133,14,top floorat view oasi space needl cruis,male,2
24848205,142248716,Other neighborhoods,Wallingford,47.65619,-122.32604,Entire home/apt,239,2,216,3.69,116,32,latona penthous suiteith ac park,male,2
24865391,5741615,Central Area,Leschi,47.59212,-122.29606,Entire home/apt,220,3,107,1.85,154,25,chic design homeith privat bbq patio,female,3
28249646,16537927,West Seattle,Fauntleroy,47.52444,-122.38194,Entire home/apt,100,2,50,0.94,170,16,pet friendli spaciou comfi homey view,female,1
28310191,42520514,West Seattle,Genesee,47.56537,-122.39084,Entire home/apt,104,2,52,0.97,13,6,west seattl privat suitealk everyth,female,1
29594876,53552204,University District,University District,47.66601,-122.3076,Entire home/apt,128,2,63,1.18,145,23,eastern exposurealk uw self checkin,male,6
29628857,13220175,Other neighborhoods,Green Lake,47.69022,-122.3433,Entire home/apt,71,1,126,9.43,122,116,1 bed1 bath townhousealk green lake,female,1
29636713,215121392,Magnolia,Lawton Park,47.65376,-122.38496,Entire home/apt,180,2,59,1.15,143,29,modern spaciou townhom heart seattl,female,1
29776840,82377119,Beacon Hill,North Beacon Hill,47.57805,-122.3045,Entire home/apt,130,2,150,2.82,55,37,beacon hill firesid,male,1
29802192,42942539,Capitol Hill,Broadway,47.61539,-122.31408,Entire home/apt,108,2,190,3.56,44,50,top floor apartmentith view,female,3
29848922,1028057,Ballard,Whittier Heights,47.67756,-122.37416,Entire home/apt,84,3,146,2.83,63,30,cozi one bedroom suit ballard,male,1
28385302,127739147,Other neighborhoods,Crown Hill,47.70086,-122.37018,Entire home/apt,120,4,107,2.0,16,19,littl hous corner backyard cottag,male,1
28403400,4730169,Downtown,Yesler Terrace,47.60527,-122.32082,Entire home/apt,69,1,235,4.28,265,37,catalina apart near downtowncapitol hill,male,14
28411010,100208194,Capitol Hill,Broadway,47.61676,-122.3173,Entire home/apt,99,1,341,6.19,164,63,amaz capitol hill apart close everyth,male,6
28414569,17169483,Other neighborhoods,Laurelhurst,47.65867,-122.28906,Entire home/apt,125,3,98,1.79,322,35,laurelhurst cottag,female,1
28466540,86157147,Downtown,Central Business District,47.61293,-122.33066,Entire home/apt,193,3,188,3.43,97,42,spaciou 2 bed2 bathith kick ss view,male,17
28471944,63986971,Downtown,Belltown,47.61398,-122.34923,Entire home/apt,153,5,136,2.51,55,30,belltown studiopkg close space needl pike place,female,2
28521122,145720154,Rainier Valley,Brighton,47.53816,-122.2768,Entire home/apt,274,1,29,0.55,267,9,cozi 4br 2ba near airport downtown lightrail,male,15
28565563,215592103,Other neighborhoods,Wallingford,47.66961,-122.32842,Entire home/apt,85,2,78,1.52,146,7,urban oasi garden cottag minut green lake,female,1
28581267,74727763,Rainier Valley,Mount Baker,47.58279,-122.29105,Entire home/apt,200,30,6,0.12,68,0,new stylish spaciou home overlook lakea,female,2
29849964,3738871,Capitol Hill,Broadway,47.62781,-122.32374,Entire home/apt,239,3,88,1.89,10,14,gaze seattl capitol hill penthous deck,male,1
29877836,224683101,Ballard,Adams,47.6724,-122.37856,Entire home/apt,275,3,13,0.29,106,7,modern home close heart ballard,male,1
29979422,24127926,Ballard,Loyal Heights,47.67796,-122.37806,Entire home/apt,138,2,175,3.35,34,107,modern ballard oasi new cottageith 15 bath,female,1
30018439,10697929,Downtown,Pike-Market,47.60758,-122.33976,Entire home/apt,225,7,67,1.3,167,15,downtown condo sweep puget sound view,female,1
30024068,3074414,University District,University District,47.65858,-122.31625,Entire home/apt,89,30,18,0.79,282,9,shortalk uw entir super comfort bed 44,female,91
24879614,41180792,Rainier Valley,Columbia City,47.55755,-122.29016,Entire home/apt,103,1,18,0.3,255,8,remodel sunshin apt 1 columbia citi station,male,2
30044981,8186843,Other neighborhoods,Green Lake,47.68387,-122.32977,Entire home/apt,170,2,83,1.57,173,12,green lake carriag apart,female,2
24888909,188164325,Central Area,Mann,47.61747,-122.29743,Entire home/apt,84,2,278,4.68,257,64,newli renov modern apt madison valley,male,2
24894772,36728465,Queen Anne,North Queen Anne,47.64655,-122.35685,Private room,150,30,42,0.72,0,0,perfect locat upper queen ann,male,1
30093335,1845341,Rainier Valley,Mount Baker,47.57391,-122.28745,Entire home/apt,86,1,169,3.28,75,41,free parkingalk light rail dogfriendli,male,1
30113499,75658917,Capitol Hill,Stevens,47.62344,-122.30576,Entire home/apt,119,4,110,2.08,224,30,capitol hill craftsman charmith modern amen,female,1
30114679,108049935,Magnolia,Southeast Magnolia,47.6353,-122.39651,Entire home/apt,130,3,25,0.51,171,6,inn magnolia park privat retreat,male,1
30124134,201624129,Other neighborhoods,Fremont,47.66191,-122.34925,Entire home/apt,193,3,35,0.67,231,9,suit iii upper suit classic fremont home,female,2
28677425,216363005,West Seattle,Gatewood,47.53951,-122.39384,Entire home/apt,57,1,21,0.38,340,19,immacul tini studio close beach,male,1
28699203,194726811,Ballard,Adams,47.674766540527344,-122.39231872558594,Entire home/apt,166,2,117,2.25,130,22,ballard architect apart 2 bd 2 bthalkabl,male,1
28712510,11464597,Central Area,Leschi,47.60354,-122.29209,Private room,70,2,27,0.49,0,0,cozi queen bed seattl central district,male,4
24921116,30365082,West Seattle,Alki,47.57838,-122.41252,Entire home/apt,97,3,111,1.88,312,29,alki beach view villa theater,female,3
28722561,4730169,Downtown,Yesler Terrace,47.60483,-122.31971,Entire home/apt,67,1,250,4.6,280,33,benaroya near downtowncapitol hill,male,14
28781130,212826084,Other neighborhoods,Green Lake,47.67122,-122.33652,Entire home/apt,534,30,22,0.44,365,0,familyfriendlyaterfront home larg deck,male,2
28781499,89681,Lake City,Olympic Hills,47.72544,-122.30168,Entire home/apt,75,1,392,7.18,132,101,midcenturi lux loung artist retreat,female,1
28784434,109169927,West Seattle,Arbor Heights,47.51644,-122.37309,Entire home/apt,119,3,79,1.68,151,27,rox,male,1
28786706,13264825,Queen Anne,East Queen Anne,47.6343,-122.35151,Private room,63,5,54,1.0,55,14,queen ann gem comfi,female,2
28787210,49112899,West Seattle,North Admiral,47.57692,-122.37294,Entire home/apt,85,2,150,2.77,45,32,modern lightfil suit close downtown,male,2
